Battery Rebate;FiT;Share PV Cantonal over Federal rebate;EC scenario;PV Rebate;Type;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
0;0.025;0;0;0;SFH;0.68787239;1.346337493;2.60376557;4.418247952;6.974252792;11.39968994;14.03007971;17.25187795;21.26601682;26.39844344;32.56319591;40.09750912;51.50021071;67.73687418;84.76276807;96.40858267;108.4017651;120.0395985;131.4095979;142.5342054;153.4289871;164.0712346;174.6157159;184.9926392;195.349804;205.328308;215.2021995;224.9942019;234.7449126;244.4294175;254.092247;263.562818;273.0181407;282.3793339;291.5746022;300.8390111;309.9103192;318.882751;327.7784617;336.540248
0;0;0.1;0;0;SFH;0.68787239;1.346337493;2.60376557;4.418247952;6.974252792;11.39968994;14.03007971;17.25187795;21.26601682;26.39844344;32.56319591;40.09750912;51.50021071;67.73687418;84.76276807;95.01226327;105.5160056;115.818938;125.9199428;135.8355696;145.5731331;155.0999817;164.5766376;173.9355287;183.3106482;192.3687905;201.3536291;210.2955222;219.2360248;228.149269;237.0908551;245.8573263;254.6533989;263.3962582;272.0245531;280.7594131;289.3417706;297.8660165;306.3562099;314.7571141
0;0.075;0.1;0;0;SFH;0.68787239;1.346337493;2.60376557;4.418247952;6.974252792;11.39968994;14.03007971;17.25187795;21.26601682;26.39844344;32.56319591;40.09750912;51.50021071;67.73687418;84.76276807;99.82615372;115.2461751;130.0749518;144.4539794;158.4069675;171.9567456;185.1323049;198.070776;210.6862468;223.1526734;235.1063167;246.881941;258.4318334;269.8385711;281.0509478;292.1503888;302.9607102;313.6388024;324.0996823;334.2626837;344.3833094;354.22366;363.8369467;373.2613091;382.426489
0;0.075;0;0;0;SFH;0.68787239;1.346337493;2.60376557;4.418247952;6.974252792;11.39968994;14.03007971;17.25187795;21.26601682;26.39844344;32.56319591;40.09750912;51.50021071;67.73687418;84.76276807;99.82615372;115.2461751;130.0749518;144.4539794;158.4069675;171.9567456;185.1323049;198.070776;210.6862468;223.1526734;235.1063167;246.881941;258.4318334;269.8385711;281.0509478;292.1503888;302.9607102;313.6388024;324.0996823;334.2626837;344.3833094;354.22366;363.8369467;373.2613091;382.426489
0;0;0;0;0;SFH;0.68787239;1.346337493;2.60376557;4.418247952;6.974252792;11.39968994;14.03007971;17.25187795;21.26601682;26.39844344;32.56319591;40.09750912;51.50021071;67.73687418;84.76276807;95.01226327;105.5160056;115.818938;125.9199428;135.8355696;145.5731331;155.0999817;164.5766376;173.9355287;183.3106482;192.3687905;201.3536291;210.2955222;219.2360248;228.149269;237.0908551;245.8573263;254.6533989;263.3962582;272.0245531;280.7594131;289.3417706;297.8660165;306.3562099;314.7571141
0;0.1;0.1;0;0;SFH;0.68787239;1.346337493;2.60376557;4.418247952;6.974252792;11.39968994;14.03007971;17.25187795;21.26601682;26.39844344;32.56319591;40.09750912;51.50021071;67.73687418;84.76276807;101.9068683;119.3868091;136.1162672;152.2507996;167.8162622;182.8651633;197.4599554;211.7160145;225.5266962;239.113898;252.0954468;264.8271359;277.2597635;289.4711074;301.4123177;313.1598637;324.5496878;335.7349586;346.6219049;357.1274061;367.517889;377.5694993;387.3256698;396.8120925;405.9696944
0;0.025;0.1;0;0;SFH;0.68787239;1.346337493;2.60376557;4.418247952;6.974252792;11.39968994;14.03007971;17.25187795;21.26601682;26.39844344;32.56319591;40.09750912;51.50021071;67.73687418;84.76276807;96.40858267;108.4017651;120.0395985;131.4095979;142.5342054;153.4289871;164.0712346;174.6157159;184.9926392;195.349804;205.328308;215.2021995;224.9942019;234.7449126;244.4294175;254.092247;263.562818;273.0181407;282.3793339;291.5746022;300.8390111;309.9103192;318.882751;327.7784617;336.540248
0;0.05;0;0;0;SFH;0.68787239;1.346337493;2.60376557;4.418247952;6.974252792;11.39968994;14.03007971;17.25187795;21.26601682;26.39844344;32.56319591;40.09750912;51.50021071;67.73687418;84.76276807;98.0038858;111.6138157;124.7610082;137.5525555;150.0221126;162.1761492;174.0327371;185.7325473;197.2014523;208.5804827;219.5283339;230.3372991;241.0126849;251.5959255;262.047562;272.4395877;282.5962091;292.6879381;302.6265777;312.3504362;322.0870625;331.5919017;340.9333726;350.1496761;359.1764131
0;0.05;0.1;0;0;SFH;0.68787239;1.346337493;2.60376557;4.418247952;6.974252792;11.39968994;14.03007971;17.25187795;21.26601682;26.39844344;32.56319591;40.09750912;51.50021071;67.73687418;84.76276807;98.0038858;111.6138157;124.7610082;137.5525555;150.0221126;162.1761492;174.0327371;185.7325473;197.2014523;208.5804827;219.5283339;230.3372991;241.0126849;251.5959255;262.047562;272.4395877;282.5962091;292.6879381;302.6265777;312.3504362;322.0870625;331.5919017;340.9333726;350.1496761;359.1764131
0;0.1;0;0;0;SFH;0.68787239;1.346337493;2.60376557;4.418247952;6.974252792;11.39968994;14.03007971;17.25187795;21.26601682;26.39844344;32.56319591;40.09750912;51.50021071;67.73687418;84.76276807;101.9068683;119.3868091;136.1162672;152.2507996;167.8162622;182.8651633;197.4599554;211.7160145;225.5266962;239.113898;252.0954468;264.8271359;277.2597635;289.4711074;301.4123177;313.1598637;324.5496878;335.7349586;346.6219049;357.1274061;367.517889;377.5694993;387.3256698;396.8120925;405.9696944
